symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen
PTPN2	0.07607493648265881	0.1251374939080806	No data	No data	No data	No data	No data	No data	No data	No data
NEUROD4	0.07544059546534211	0.12409405110207565	No data	No data	No data	No data	No data	No data	No data	No data
CRNN	0.08029560996003035	0.12372113282236834	No data	No data	No data	No data	No data	No data	No data	No data
ZFYVE26	0.0748221436524435	0.12307674483082186	No data	No data	No data	No data	No data	No data	No data	No data
PRM3	0.07414527982510495	0.12196335523121984	No data	No data	No data	No data	No data	No data	No data	No data
DAGLB	0.0732088460330618	0.12042299274963127	No data	No data	No data	No data	No data	No data	No data	No data
SLC2A4RG	0.07150433024508676	0.11761919370758311	No data	No data	No data	No data	No data	No data	No data	No data
UNC93B1	0.07048696080343274	0.11594569822807957	No data	No data	No data	No data	No data	No data	No data	No data
TREH	0.07042259851946231	0.11583982715817609	No data	No data	No data	No data	No data	No data	No data	No data
NBPF11	0.06942626904187969	0.11420094082194028	No data	No data	No data	No data	No data	No data	No data	No data
DCHS2	0.06774366370077578	0.11143318280126692	No data	No data	No data	No data	No data	No data	No data	No data
KLB	0.06630593399055357	0.10858628645025412	No data	No data	No data	No data	No data	No data	No data	No data
RTF1	0.06595602991607387	0.10849266096601036	No data	No data	No data	No data	No data	No data	No data	No data
MAP3K20	0.06567769881920255	0.10803482744620053	No data	No data	No data	No data	No data	No data	No data	No data
RPS26	0.06564863266967655	0.10798701583731316	No data	No data	No data	No data	No data	No data	No data	No data
SPRR2D	0.06632412568906898	0.10757832356790449	No data	No data	No data	No data	No data	No data	No data	No data
CRCT1	0.06817352826338971	0.10727502557780993	No data	No data	No data	No data	No data	No data	No data	No data
LYPD1	0.06449949508576959	0.1060967717693673	No data	No data	No data	No data	No data	No data	No data	No data
LCE1D	0.06369464298996128	0.10477285118667873	No data	No data	No data	No data	No data	No data	No data	No data
TST	0.0642598821722922	0.1044867651260255	No data	No data	No data	No data	No data	No data	No data	No data
RTP5	0.0633190179623827	0.10415497653868543	No data	No data	No data	No data	No data	No data	No data	No data
FLI1	0.06331002578037999	0.10414018508209522	No data	No data	No data	No data	No data	No data	No data	No data
FAM72C	0.06297851138656023	0.10359486907717791	No data	No data	No data	No data	No data	No data	No data	No data
OTULIN	0.06270274816020678	0.10314125950938362	No data	No data	No data	No data	No data	No data	No data	No data
PSMA6	0.06382060490860764	0.1020923776895176	No data	No data	No data	No data	No data	No data	No data	No data
HSPA13	0.061003946235107215	0.10034685933789428	No data	No data	No data	No data	No data	No data	No data	No data
DPH7	0.06021868635190682	0.09905516645724824	No data	No data	No data	No data	No data	No data	No data	No data
TMPPE	0.05997137837252955	0.0986483636100346	No data	No data	No data	No data	No data	No data	No data	No data
KIDINS220	0.05966130310146894	0.09813831333411702	No data	No data	No data	No data	No data	No data	No data	No data
OR10A7	0.058462433180986845	0.09616626334883563	No data	No data	No data	No data	No data	No data	No data	No data
OR6C74	0.05844492726756416	0.09613746745053361	No data	No data	No data	No data	No data	No data	No data	No data
PRM2	0.05792464461135962	0.09528164198775302	No data	No data	No data	No data	No data	No data	No data	No data
ING3	0.05788314921978489	0.09521338521948639	No data	No data	No data	No data	No data	No data	No data	No data
APH1A	0.057704356072006774	0.09491928406770966	No data	No data	No data	No data	No data	No data	No data	No data
AAGAB	0.0568028739653082	0.09343641445452305	No data	No data	No data	No data	No data	No data	No data	No data
PRM1	0.05626435304794103	0.09255058843701768	No data	No data	No data	No data	No data	No data	No data	No data
SHE	0.055035531038791156	0.0905292695402328	No data	No data	No data	No data	No data	No data	No data	No data
MPHOSPH9	0.05439007308799843	0.08946754022280302	No data	No data	No data	No data	No data	No data	No data	No data
PON2	0.05437008206456962	0.08943465650724304	No data	No data	No data	No data	No data	No data	No data	No data
SDK1	0.05454993951252878	0.08821068135797291	No data	No data	No data	No data	No data	No data	No data	No data
OR6C3	0.05293402717191881	0.08707245525293475	No data	No data	No data	No data	No data	No data	No data	No data
ZMYND19	0.052355999227688556	0.08612164317613069	No data	No data	No data	No data	No data	No data	No data	No data
RPL9	0.052143043504416196	0.08577134718173626	No data	No data	No data	No data	No data	No data	No data	No data
NBPF20	0.051716254429302354	0.08506931156059226	No data	No data	No data	No data	No data	No data	No data	No data
LELP1	0.05590005176736041	0.08442819687254495	No data	No data	No data	No data	No data	No data	No data	No data
IL1R1	0.2728819278908309	0.0843641053332648	No data	No data	No data	No data	No data	No data	No data	No data
SPATA17	0.050595859448743306	0.0832263468926387	No data	No data	No data	No data	No data	No data	No data	No data
ITGA9	0.05057963532890272	0.08319965944744868	No data	No data	No data	No data	No data	No data	No data	No data
SUCO	0.05018574080821281	0.0825517328705465	No data	No data	No data	No data	No data	No data	No data	No data
OR6C1	0.049904192755178226	0.08208860770212156	No data	No data	No data	No data	No data	No data	No data	No data
OR6C6	0.049904192755178226	0.08208860770212156	No data	No data	No data	No data	No data	No data	No data	No data
CXCR5	0.051007878341910735	0.08071244999856557	No data	No data	No data	No data	No data	No data	No data	No data
ATG16L1	0.048653503663516576	0.08003131911504022	No data	No data	No data	No data	No data	No data	No data	No data
PITPNM2	0.050294374372825426	0.07999473824619843	No data	No data	No data	No data	No data	No data	No data	No data
IFNGR1	0.05083259121211154	0.07910271084366609	No data	No data	No data	No data	No data	No data	No data	No data
LINGO4	0.04794051183483517	0.07885850169654039	No data	No data	No data	No data	No data	No data	No data	No data
C2CD4D	0.047164270858715183	0.07758164423320804	No data	No data	No data	No data	No data	No data	No data	No data
CRTAP	0.04704356855362718	0.07738309810663868	No data	No data	No data	No data	No data	No data	No data	No data
CD84	0.047019019726009095	0.07734271714927556	No data	No data	No data	No data	No data	No data	No data	No data
STX17	0.04666289819398799	0.07675692427051337	No data	No data	No data	No data	No data	No data	No data	No data
IL21	0.04803652769262666	0.0741114995599918	No data	No data	No data	No data	No data	No data	No data	No data
ERMN	0.044852642182896016	0.07377919059062098	No data	No data	No data	No data	No data	No data	No data	No data
CACNA1B	0.04478359054453176	0.07366560588881685	No data	No data	No data	No data	No data	No data	No data	No data
PHIP	0.044721378810051414	0.07356327230952665	No data	No data	No data	No data	No data	No data	No data	No data
ENO1	0.04729281601961189	0.07353757567876898	No data	No data	No data	No data	No data	No data	No data	No data
BUB1	0.046477874849879856	0.07317888160415492	No data	No data	No data	No data	No data	No data	No data	No data
IVL	0.046700782866313496	0.07067973280990775	No data	No data	No data	No data	No data	No data	No data	No data
GOLGA4	0.04289047091525198	0.07055156784909707	No data	No data	No data	No data	No data	No data	No data	No data
MMP3	0.042915669644352894	0.0697229253936097	No data	No data	No data	No data	No data	No data	No data	No data
MDN1	0.04216673881515264	0.06936108349965686	No data	No data	No data	No data	No data	No data	No data	No data
ITGA10	0.041701602549072486	0.06859596966119443	No data	No data	No data	No data	No data	No data	No data	No data
INTS10	0.041502848820271915	0.06826903486930459	No data	No data	No data	No data	No data	No data	No data	No data
FNDC1	0.042475912968978555	0.06813015853890471	No data	No data	No data	No data	No data	No data	No data	No data
PHOSPHO1	0.041254712307150054	0.06786086914699424	No data	No data	No data	No data	No data	No data	No data	No data
TMEM86B	0.040884983009927676	0.06725269252775577	No data	No data	No data	No data	No data	No data	No data	No data
ERGIC1	0.04088403853044612	0.06725113893072587	No data	No data	No data	No data	No data	No data	No data	No data
SPRR5	0.04073978099237279	0.06701384623451756	No data	No data	No data	No data	No data	No data	No data	No data
RAB3C	0.04072888505852873	0.06699592325070614	No data	No data	No data	No data	No data	No data	No data	No data
BBS12	0.04056981048229142	0.06673425765182174	No data	No data	No data	No data	No data	No data	No data	No data
IL31	0.05812965342343252	0.06649419860171835	No data	No data	No data	No data	No data	No data	No data	No data
RAB2A	0.04038192484553612	0.06642520004609845	No data	No data	No data	No data	No data	No data	No data	No data
KPRP	0.04252405351870409	0.06599728887050972	No data	No data	No data	No data	No data	No data	No data	No data
KPLCE	0.04406002790435236	0.06599728887050972	No data	No data	No data	No data	No data	No data	No data	No data
CNTN6	0.03979370718539614	0.06545762666035963	No data	No data	No data	No data	No data	No data	No data	No data
MAMSTR	0.039789882456533525	0.06545133527180415	No data	No data	No data	No data	No data	No data	No data	No data
SANBR	0.03976611733960139	0.06541224345900984	No data	No data	No data	No data	No data	No data	No data	No data
APOA1	0.03972540452201435	0.06534527396552967	No data	No data	No data	No data	No data	No data	No data	No data
S100A10	0.039311972014444085	0.06466520888378925	No data	No data	No data	No data	No data	No data	No data	No data
PJVK	0.039253228113680504	0.06456857962763976	No data	No data	No data	No data	No data	No data	No data	No data
PHLDB1	0.03995369537955191	0.06420096809731698	No data	No data	No data	No data	No data	No data	No data	No data
CHRAC1	0.03893908818022961	0.06405184329073257	No data	No data	No data	No data	No data	No data	No data	No data
ERP44	0.0388602089988051	0.06392209302683016	No data	No data	No data	No data	No data	No data	No data	No data
C1orf105	0.038733670412102815	0.06371394666017229	No data	No data	No data	No data	No data	No data	No data	No data
CDK2AP1	0.03866890096247719	0.06360740583368334	No data	No data	No data	No data	No data	No data	No data	No data
MSMO1	0.03887149662156982	0.06331695113065303	No data	No data	No data	No data	No data	No data	No data	No data
LIAS	0.03842327021124517	0.06320336189941149	No data	No data	No data	No data	No data	No data	No data	No data
MALT1	0.039294497332788635	0.062483376117831654	No data	No data	No data	No data	No data	No data	No data	No data
DNM3	0.038163192453250824	0.06216762293841004	No data	No data	No data	No data	No data	No data	No data	No data
RTKN2	0.03745128807014701	0.06160452508292385	No data	No data	No data	No data	No data	No data	No data	No data
S100A7	0.0419302305147402	0.06136387130994753	No data	No data	No data	No data	No data	No data	No data	No data
SPRR3	0.03755744919825141	0.06074816223630462	No data	No data	No data	No data	No data	No data	No data	No data
CLIC4	0.03935318648206748	0.06073391655803193	No data	No data	No data	No data	No data	No data	No data	No data
NBPF14	0.036739147645084874	0.06043310815872799	No data	No data	No data	No data	No data	No data	No data	No data
ANXA2	0.03643484626903222	0.059932555501668726	No data	No data	No data	No data	No data	No data	No data	No data
LCE1C	0.035895617324677	0.05904556483353069	No data	No data	No data	No data	No data	No data	No data	No data
MED16	0.03663517070512127	0.05851785819922871	No data	No data	No data	No data	No data	No data	No data	No data
MRPS9	0.034941896125163484	0.05747676587933986	No data	No data	No data	No data	No data	No data	No data	No data
TLR10	0.03621749983351402	0.05696177903763034	No data	No data	No data	No data	No data	No data	No data	No data
JMJD1C	0.03427172253536888	0.05637438121248712	No data	No data	No data	No data	No data	No data	No data	No data
OR10A6	0.03420178925279146	0.056259346272898324	No data	No data	No data	No data	No data	No data	No data	No data
TRMT10C	0.03349792536548761	0.05510154362485167	No data	No data	No data	No data	No data	No data	No data	No data
ALG2	0.03345985155268454	0.05503891509385332	No data	No data	No data	No data	No data	No data	No data	No data
SPIRE1	0.033437285927753524	0.0550017963543197	No data	No data	No data	No data	No data	No data	No data	No data
SEC61B	0.03335788356527509	0.05487118549731034	No data	No data	No data	No data	No data	No data	No data	No data
RELA	0.03544598881862823	0.05388297096204632	No data	No data	No data	No data	No data	No data	No data	No data
GPR27	0.03215280324091986	0.05288891986923289	No data	No data	No data	No data	No data	No data	No data	No data
RSPH3	0.03200326868762852	0.05264294688369108	No data	No data	No data	No data	No data	No data	No data	No data
NSMCE2	0.031955165137585555	0.05256382019652216	No data	No data	No data	No data	No data	No data	No data	No data
TMEM131L	0.03118662161263877	0.051299624455878386	No data	No data	No data	No data	No data	No data	No data	No data
ANKRD45	0.03096157210802309	0.05092943510949253	No data	No data	No data	No data	No data	No data	No data	No data
PFKFB3	0.030903794753661253	0.050834395748781035	No data	No data	No data	No data	No data	No data	No data	No data
PLB1	0.032553093505889724	0.049608482000301594	No data	No data	No data	No data	No data	No data	No data	No data
CASP8AP2	0.02997701978781117	0.049309921302855435	No data	No data	No data	No data	No data	No data	No data	No data
APOC3	0.03033790241558111	0.04899164962618226	No data	No data	No data	No data	No data	No data	No data	No data
APOA4	0.029783532633554058	0.04899164962618226	No data	No data	No data	No data	No data	No data	No data	No data
TECTA	0.02976107990558731	0.048954716593582234	No data	No data	No data	No data	No data	No data	No data	No data
TDRD10	0.029747104374318063	0.048931727905849765	No data	No data	No data	No data	No data	No data	No data	No data
